ROD_CISLO,MENO,PRIEZVISKO,ULICA,PSC
970818/9979,Roman,Lukác,Papová 821,96001
700219/5014,Lubomír,Martán,Jánošová 715,97101
590417/2599,Jakub,Sklár,Horváthová 845,97401
580807/5717,Boris,Kolník,Oláhová 316,04001
680607/7198,Matúš,Cajkovic,Bezáková 578,01001
520513/3334,Bernard,Kollár,Horváthová 739,03601
590116/5881,Radoslav,Karul,Orlíková 861,96901
900102/2126,Vladislav,Kocek,Mráziková 556,03861
770106/6252,Roman,Hosták,Hanaková 516,01001
620322/6145,Valentín,Marcin,Vencelová 479,90101
570215/6320,Anton,Kolník,Urbanová 56,97401
900510/7215,Dávid,Loj,Jánošová 735,05801
940322/3255,Alfonz,Cerník,Cerníková 977,96001
660718/9038,Viliam,Trlík,Oláhová 984,95801
500606/6205,Alfonz,Tóth,Hudáková 703,95801
980126/2898,Ladislav,Trlík,Cajkovicová 602,05801
800919/6628,Miloš,Tóth,Nováková 267,97101
750414/6379,Viliam,Novák,Rosová 846,08001
980317/2074,Bystrík,Fink,Richtárová 440,05801
670810/8973,Radovan,Žigmund,Cígerová 585,08001
630716/3858,Tomáš,Šim,Urbanová 648,96001
990814/1119,Andrej,Ros,Móricová 729,97101
840819/2153,Tibor,Lukác,Papová 786,03601
821019/2741,Ivan,Sklár,Hliníková 132,97401
760907/2629,Tomáš,Bakoš,Puškárová 716,90101
661012/7369,Rastislav,Bakoš,Tatárová 85,08001
920721/7549,Lubomír,Konrád,Jurášová 695,05801
730728/7507,Andrej,Pavel,Zipserová 460,91101
910116/2425,Bruno,Kysel,Galíková 657,97101
560604/2200,Jozef,Dan,Danová 87,97401
951113/9473,Jakub,Hliník,Balogová 821,08001
891207/2391,Patrik,Karul,Hliníková 602,03861
980609/3870,Roman,Konrád,Murinová 762,96901
810227/7232,Norbert,Bezák,Mráziková 374,03861
630807/1424,Marcel,Žigmund,Balogová 782,91101
810206/5884,Matúš,Farkaš,Danová 970,96001
760923/1924,Jakub,Baláž,Nováková 461,08001
660602/7901,Valentín,Novák,Nováková 371,05801
940626/5994,Milan,Móric,Pavelová 116,03861
800221/8295,Albert,Kuf,Nezvalová 310,05801
931124/6362,Rastislav,Nezval,Rosová 35,95801
871101/2871,Jaromír,Balog,Oláhová 262,08001
541127/4222,Dalibor,Šim,Móricová 113,95801
570321/2308,Matúš,Abrahám,Abrahámová 40,03601
541207/4828,Karol,Cerník,Balogová 579,96001
881222/2695,Jerguš,Markovic,Kollárová 299,01001
740611/6189,Stanislav,Abrahám,Markovicová 986,01001
531212/9095,Miloš,Žigmund,Tóthová 858,08001
950215/9821,Marek,Gajdoš,Kolníková 889,05801
930812/2727,Ján,Simon,Sklárová 895,96001
660626/4965,Albert,Loj,Palovicová 292,95801
660501/7519,Roman,Urban,Kufová 237,08001
720614/6559,Daniel,Novák,Šimová 565,03601
900203/5451,Norbert,Jakab,Svrbíková 615,03861
580919/1310,Matúš,Sklár,Tomaneková 528,96001
810908/9110,Jerguš,Nezval,Cajkovicová 614,91101
810922/6079,Matúš,Kysel,Koceková 331,97101
570309/8997,Karol,Dan,Nezvalová 155,97401
970215/8073,Bohuš,Pavel,Simonová 21,04001
631107/1260,Miloš,Fink,Kyselová 966,04001
820317/1876,Tibor,Sklár,Nezvalová 269,08001
760524/7258,Luboš,Holícek,Cajkovicová 239,08001
930107/1937,Norbert,Vencel,Mráziková 874,97101
880528/6704,Dušan,Hudák,Poláková 680,91101
940301/2464,Samuel,Hosták,Pavlíková 8,03601
600820/9328,René,Abrahám,Valachová 518,97101
981021/4271,Hugo,Novák,Maceková 792,95801
791123/4363,Bruno,Zajac,Jánošová 394,96001
840712/8454,Filip,Galík,Kyselová 995,97101
700920/6078,Adrián,Pap,Martinová 377,95801
750717/4157,Dominik,Mader,Kyselová 250,03861
550926/9721,Maroš,Dusík,Jánošová 883,97101
960222/3468,Tibor,Karul,Šimová 615,08001
651221/6068,Luboš,Cajkovic,Mikuláková 728,90101
901204/1694,Michal,Holícek,Dullová 103,97401
720305/9601,Erik,Žigmund,Sklárová 324,01001
751105/7658,Radovan,Novák,Farkašová 139,91101
541206/6480,Anton,Chovan,Lukácová 442,97401
690621/3099,Peter,Chovan,Puškárová 580,95801
610609/5943,Luboš,Hosták,Farkašová 566,97101
811202/3376,Oto,Kozmon,Svrbíková 662,95801
880702/8284,Ernest,Trlík,Murinová 644,08001
841216/4082,Jozef,Simon,Šimová 759,01001
640718/2852,Marcel,Kolník,Danová 503,96001
980525/9200,Filip,Zubek,Kozmonová 659,97101
630816/1766,Filip,Konrád,Balogová 612,96001
850703/3769,František,Markovic,Karulová 499,95801
720505/6726,Denis,Cerník,Luptáková 803,96001
761225/4824,Andrej,Gális,Tušová 178,96901
860826/4684,René,Jakab,Richtárová 330,91101
610510/7349,Peter,Martán,Valachová 976,95801
501202/9560,Miroslav,Trlík,Némethová 399,96001
630226/8376,Andrej,Bezák,Galíková 502,03601
681211/2285,Patrik,Cerník,Nezvalová 273,96001
850115/9916,Jerguš,Kuf,Hostáková 405,03861
530923/9141,Dávid,Gajdoš,Kováciková 229,03601
740707/5060,Emil,Trlík,Lojová 828,03601
551211/5519,Bohumil,Vencel,Svrbíková 465,03601
980111/4039,Filip,Valach,Tušová 12,96001
591018/1969,Branislav,Pavlík,Richtárová 817,01001
710716/7439,Andrej,Galík,Tušová 980,96901
581007/9213,Miloslav,Nezval,Konrádová 952,95801
960404/8334,Gregor,Holícek,Martánová 538,95801
990614/9363,Matúš,Klapac,Tušová 734,03601
530920/7148,František,Richtár,Móricová 968,03861
631126/3483,Michal,Orlík,Nezvalová 973,95801
970607/7922,Dávid,Urban,Nováková 44,96901
841002/4780,René,Zipser,Tatárová 947,97401
631002/5644,Tomáš,Havran,Koceková 217,90101
831126/7426,Ján,Zipser,Luptáková 99,90101
860303/8202,František,Puškár,Cígerová 677,91101
921127/6629,Roman,Juráš,Kollárová 6,90101
630706/4273,Ludovít,Marcin,Horváthová 805,96901
580825/4390,Jozef,Polák,Puškárová 367,95801
700508/3278,Bernard,Kollár,Tomaneková 833,96901
971208/8472,Adrián,Pavlík,Balážová 706,01001
930310/9018,Bohumil,Baláž,Orlíková 533,95801
590801/3719,Kamil,Martin,Zajacová 537,03861
950406/4535,Radoslav,Svrbík,Šimová 696,04001
690523/8001,Roman,Kollár,Ondrášová 257,05801
681226/6555,Michal,Abrahám,Bartošová 411,03601
690123/2256,Oliver,Martán,Šimová 603,91101
500821/4777,Filip,Novák,Kocová 534,90101
961025/6137,Miloš,Cerník,Oláhová 467,08001
590516/4872,Samuel,Dusík,Vencelová 249,03601
580708/4757,Gabriel,Hliník,Nováková 620,95801
800405/1496,Milan,Pap,Žigmundová 11,97101
530511/6688,Dávid,Abrahám,Danová 581,97401
631003/9004,Daniel,Zajac,Hudáková 379,03861
500420/1193,Tomáš,Koc,Jurášová 759,03861
560524/5780,Pavol,Simon,Lukácová 452,96901
690709/3212,Matej,Zajac,Fischerová 315,05801
980428/8742,Andrej,Móric,Dullová 268,91101
881221/5904,Tomáš,Hosták,Zubeková 396,05801
590101/4843,Pavol,Havran,Tatárová 927,05801
820101/4127,Dušan,Vencel,Kollárová 90,03601
790707/9466,Hugo,Puškár,Pavlíková 232,08001
550312/6210,Patrik,Tóth,Šimová 905,97401
981101/7899,Igor,Pavel,Lojová 972,01001
550818/4971,Jozef,Karul,Fischerová 110,97401
781004/8174,Kamil,Tóth,Lukácová 285,04001
980804/6200,Matúš,Palovic,Tatárová 669,95801
980112/2107,Lukáš,Martin,Danová 732,91101
861207/2841,Kamil,Konrád,Hostáková 166,95801
690709/7095,Dušan,Pavlík,Kozmonová 834,03861
630520/7911,Gabriel,Richtár,Martinová 806,05801
520613/5861,Pavol,Dull,Palovicová 531,08001
670915/2259,René,Pavel,Móricová 601,08001
671224/9293,Norbert,Nezval,Jurášová 435,04001
870810/4494,Norbert,Koc,Rosová 688,97401
581023/3799,Andrej,Balog,Hudáková 449,95801
960113/8392,Dalibor,Juráš,Rosová 777,95801
780206/9578,Kamil,Gajdoš,Balážová 157,08001
940110/3591,Dávid,Mrázik,Tatárová 664,95801
871116/1512,Ernest,Mader,Bakošová 79,91101
980917/6835,Emanuel,Zajac,Chovanová 992,97101
821215/8050,Hugo,Abrahám,Simonová 282,95801
690212/2786,Matúš,Orlík,Molnárová 749,05801
760518/6453,Roman,Novák,Némethová 746,96901
611106/1421,Ivan,Fischer,Kufová 926,96901
881205/6174,Tomáš,Novák,Kováciková 738,96001
950608/9195,Vladislav,Marcin,Kocová 246,97101
800217/9542,Roman,Bezák,Skokanová 799,03601
630907/7720,Ján,Pavlík,Gajdošová 628,01001
650227/5258,Luboš,Zipser,Galíková 11,97401
751108/2835,Albert,Pucher,Hudáková 953,90101
670126/6362,Miloš,Karul,Urbanová 121,04001
861203/4549,Daniel,Palovic,Nezvalová 163,97401
901015/7956,Marcel,Loj,Pavelová 488,03861
970104/1555,Gabriel,Sklár,Valachová 773,91101
730621/2700,Miloslav,Fink,Cajkovicová 105,91101
580125/7128,Luboš,Richtár,Jurášová 856,03601
570505/2755,Dávid,Jakab,Zajacová 626,01001
980714/1293,Matúš,Dan,Bakošová 642,05801
920722/3653,Lubomír,Zajac,Havranová 243,95801
591220/2831,Jozef,Sklár,Danová 853,90101
660408/8513,Bruno,Cerník,Finková 499,97101
801220/6650,Matúš,Juráš,Hudáková 625,96001
790928/2116,Erik,Mrázik,Finková 241,01001
790727/2724,Erik,Galík,Mikuláková 787,97101
750103/3735,Matúš,Pap,Pavelová 831,96901
900707/4666,Dušan,Cajkovic,Tomaneková 577,04001
920104/1992,Matúš,Holícek,Koceková 341,97101
830209/3112,Dalibor,Tuš,Hanaková 121,03601
830205/9842,Tomáš,Jánoš,Finková 497,03601
990205/3954,Samuel,Tatár,Nezvalová 145,91101
860601/8251,Ernest,Trlík,Zipserová 255,97401
680117/9151,Denis,Cerník,Pavelová 626,96901
970817/2999,Marián,Kollár,Orlíková 172,05801
990216/1713,Emanuel,Dull,Molnárová 641,97401
760104/2009,Boris,Hudák,Markovicová 452,08001
630305/8679,Jozef,Ondráš,Tatárová 745,97101
760520/2774,Boris,Novák,Chovanová 969,04001
671206/6227,Ján,Cerník,Balogová 771,91101
960117/2687,Patrik,Kovác,Hanaková 557,97401
900624/6651,Jerguš,Dan,Maderová 34,08001
630226/2589,Vojtech,Loj,Tatárová 415,95801
680314/7596,Anton,Hosták,Cerníková 713,91101
930105/4012,Tomáš,Novák,Tušová 313,01001
940415/7092,Luboš,Fink,Tatárová 78,95801
650904/8131,Ernest,Macek,Molnárová 706,03601
780102/2942,Viliam,Hliník,Bezáková 247,96901
961104/4524,Jaroslav,Novák,Tomaneková 838,97101
640525/9613,Ladislav,Kollár,Zajacová 360,03601
630720/3456,Róbert,Novák,Trlíková 643,97401
911217/5588,Ján,Zajac,Fischerová 688,08001
961020/6964,Matúš,Palovic,Martánová 618,95801
610415/9392,Ladislav,Martán,Kováciková 538,01001
620523/3135,Andrej,Kuf,Pavlíková 943,96901
570608/7262,Andrej,Ros,Urbanová 201,90101
740820/2328,Juraj,Tóth,Holíceková 550,01001
710404/3619,Marek,Sklár,Bezáková 122,08001
630528/7608,Zdenko,Dusík,Bartošová 458,95801
670616/4567,Štefan,Pavlík,Kolníková 971,01001
630220/1307,Róbert,Hudák,Horváthová 709,97101
580312/8312,Dávid,Konrád,Balážová 885,95801
840822/1604,Tomáš,Németh,Kolníková 780,08001
931008/9249,Patrik,Kovácik,Skokanová 476,91101
710605/2448,Matúš,Horváth,Dusíková 189,91101
521001/2637,Patrik,Jurovic,Sklárová 840,05801
580824/8124,Jaromír,Mikulák,Svrbíková 25,05801
910214/3262,Andrej,Žigmund,Zajacová 626,04001
621204/7221,Peter,Horváth,Pavelová 225,03861
960407/5233,Valentín,Juráš,Bakošová 484,04001
840817/7540,Matúš,Novák,Murinová 298,08001
920619/9488,Filip,Hliník,Kollárová 571,90101
550524/1709,Patrik,Karul,Kolníková 743,03601
570521/8967,Martin,Baláž,Kollárová 273,03861
700403/3746,Lubomír,Svrbík,Urbanová 848,97401
700517/1430,František,Juráš,Koceková 401,03861
710805/8937,Dávid,Németh,Finková 592,97401
830425/7664,Alfonz,Valach,Hliníková 265,97401
830317/8892,Tibor,Chovan,Nováková 726,04001
741012/4488,Matej,Galík,Bezáková 687,95801
940626/3906,Rastislav,Bakoš,Bakošová 598,03601
760807/2215,Tomáš,Kollár,Tomaneková 913,91101
981009/4297,Matúš,Pucher,Jánošová 712,95801
621113/7249,Matúš,Dull,Dusíková 645,97101
540614/2374,Bruno,Karul,Gajdošová 216,05801
801224/8764,Branislav,Kozmon,Hanaková 31,97401
740805/4119,Ernest,Dull,Jurášová 938,08001
880616/7971,Gregor,Puškár,Hostáková 326,95801
591026/7006,Filip,Žigmund,Luptáková 551,03601
850614/8656,Stanislav,Oláh,Heretiková 855,91101
560922/2313,Tomáš,Hanak,Heretiková 147,96901
641228/9453,Ján,Palovic,Kyselová 344,91101
590902/7678,Jozef,Bartoš,Šimová 467,97401
830621/9019,Oto,Ondráš,Konrádová 271,01001
860814/3323,Patrik,Richtár,Cajkovicová 927,91101
820202/6244,Vladimír,Novák,Farkašová 954,97401
630610/4740,Ján,Polák,Pavlíková 91,04001
530817/2142,Patrik,Kocek,Svrbíková 807,05801
720823/9426,Jozef,Hliník,Dullová 416,97101
940215/8850,Roman,Skokan,Chovanová 146,97101
980927/8269,Miloslav,Zubek,Urbanová 832,96901
550301/3088,Boris,Gális,Richtárová 129,03601
510312/6334,Boris,Žigmund,Pavelová 706,96001
740602/2126,Alfonz,Havran,Sklárová 106,90101
641004/7472,Michal,Kovác,Zipserová 358,03601
791020/3041,Jozef,Jurovic,Havranová 218,08001
800208/8953,Andrej,Hliník,Zajacová 669,03861
600822/2069,Ján,Ondráš,Rosová 609,01001
980726/5280,Jerguš,Jurovic,Orlíková 520,91101
520227/6733,Roman,Lupták,Abrahámová 353,97101
540511/3399,Lukáš,Mikulák,Nezvalová 920,03601
950904/9790,Luboš,Bezák,Orlíková 160,97401
830310/1810,Jerguš,Kovác,Tomaneková 805,96001
900608/4421,Bruno,Vencel,Puškárová 174,96001
850909/3758,Andrej,Bakoš,Ondrášová 421,03601
970102/1130,Vojtech,Konrád,Heretiková 259,03861
911008/2254,Jozef,Mrázik,Markovicová 935,97401
730722/4308,Filip,Pavel,Klapacová 455,08001
661112/9720,Roman,Marcin,Farkašová 647,95801
510201/4509,Ivan,Kolník,Martánová 97,03601
920326/4839,Roman,Bezák,Mráziková 210,03601
806128/3956,Eleonóra,Kováciková,Hliníková 31,05801
835818/3884,Eva,Nováková,Bezáková 882,97101
525510/5632,Eva,Svrbíková,Rosová 802,04001
536110/3681,Tatiana,Tušová,Horváthová 438,90101
886209/3928,Lea,Vencelová,Simonová 249,01001
615626/4506,Miriama,Kocová,Horváthová 248,96001
845408/3078,Alica,Nováková,Kufová 188,96901
905527/2641,Eva,Dullová,Kyselová 680,97401
735323/7753,Nina,Pucherová,Skokanová 179,03861
755524/6346,Vlasta,Bakošová,Karulová 806,96001
955923/6524,Sona,Bakošová,Pavelová 749,03861
515712/3795,Nina,Hudáková,Papová 942,91101
986204/7367,Vlasta,Maceková,Tóthová 440,01001
615514/6118,Nina,Pucherová,Konrádová 50,90101
575102/2303,Eva,Jurášová,Karulová 626,95801
755811/1847,Veronika,Vencelová,Bezáková 653,97101
965203/1378,Milena,Cerníková,Havranová 538,96001
556026/9918,Lenka,Valachová,Svrbíková 64,97401
885121/3476,Tatiana,Trlíková,Tatárová 394,08001
595307/8380,Etela,Maderová,Dusíková 456,91101
735504/3731,Lubica,Móricová,Trlíková 105,05801
845725/7742,Jana,Horváthová,Pucherová 211,90101
505801/6604,Katarína,Simonová,Finková 703,03601
585617/3717,Blažena,Finková,Kozmonová 676,90101
835901/9521,Lívia,Tatárová,Chovanová 517,05801
526122/8976,Jana,Balogová,Palovicová 457,04001
705907/1572,Hana,Finková,Chovanová 546,95801
905608/2754,Eva,Bakošová,Mikuláková 559,05801
625215/9731,Matilda,Ondrášová,Poláková 522,91101
805919/9204,Bohumila,Némethová,Markovicová 593,03601
905911/5344,Žaneta,Tóthová,Hliníková 496,96001
866117/4220,Jana,Tóthová,Palovicová 809,04001
615223/3095,Sona,Luptáková,Ondrášová 144,95801
865321/3078,Marcela,Mikuláková,Marcinová 554,05801
556022/8561,Katarína,Karulová,Farkašová 80,05801
966013/1854,Viktória,Hudáková,Dullová 933,91101
825916/9102,Zoja,Hanaková,Galíková 94,05801
806119/2369,Zita,Žigmundová,Horváthová 208,97401
765915/3120,Natália,Balogová,Finková 425,01001
896222/2610,Jana,Orlíková,Maderová 127,08001
746028/9663,Sona,Richtárová,Puškárová 510,91101
605216/7596,Alena,Puškárová,Bezáková 629,05801
965103/2169,Tatiana,Richtárová,Nezvalová 907,90101
605203/2623,Etela,Chovanová,Nezvalová 306,08001
755903/9948,Veronika,Bezáková,Jurášová 448,90101
645505/8893,Žofia,Sklárová,Pucherová 486,03601
556204/8728,Daniela,Nováková,Zipserová 214,05801
835501/8586,Natália,Zubeková,Koceková 604,90101
585501/6439,Veronika,Richtárová,Urbanová 550,01001
745725/9926,Agáta,Nováková,Galíková 81,96001
665919/4564,Sona,Palovicová,Martánová 572,90101
536218/2819,Bohuslava,Simonová,Tatárová 700,97401
665413/9451,Veronika,Konrádová,Luptáková 675,96001
975318/6095,Iveta,Tóthová,Dusíková 972,03601
525808/5294,Žaneta,Pavelová,Tušová 471,04001
806026/7373,Ela,Cajkovicová,Jurovicová 211,95801
565214/7171,Linda,Nezvalová,Lukácová 566,05801
965828/8300,Henrieta,Tušová,Zipserová 676,90101
906003/4189,Eva,Kovácová,Kocová 227,96001
545402/6498,Natália,Mikuláková,Richtárová 193,97401
786016/5010,Diana,Hostáková,Poláková 531,90101
575310/9494,Dana,Molnárová,Cerníková 691,97101
795128/7719,Alena,Heretiková,Zubeková 791,08001
745709/5109,Karina,Pavelová,Nováková 836,97101
995507/3727,Andrea,Havranová,Martinová 486,90101
925424/7351,Sona,Kováciková,Palovicová 263,04001
906223/7215,Irena,Abrahámová,Lukácová 93,97101
635210/7386,Lujza,Zipserová,Balogová 617,96901
535801/9297,Erika,Hanaková,Móricová 582,03601
855404/4165,Lenka,Kocová,Pavelová 492,96901
945519/8087,Milena,Zubeková,Bartošová 599,03601
615316/1683,Zuzana,Rosová,Martinová 653,08001
645505/1637,Drahomíra,Némethová,Galíková 851,97401
675713/4787,Karina,Klapacová,Fischerová 146,03861
505822/6414,Sona,Hliníková,Maceková 960,96001
705822/7294,Daniela,Némethová,Balážová 484,05801
985217/1795,Alica,Hudáková,Jánošová 927,01001
716113/4187,Kristína,Dullová,Valachová 270,97401
755811/2624,Katarína,Némethová,Maceková 468,08001
745603/4379,Anežka,Havranová,Lukácová 532,97101
585620/3578,Jana,Tatárová,Valachová 978,90101
515720/7260,Milena,Maderová,Martinová 921,08001
545815/8671,Vlasta,Gajdošová,Finková 944,91101
705626/9467,Lenka,Orlíková,Nováková 589,97101
636009/8580,Miroslava,Svrbíková,Jurášová 867,97401
575621/5405,Jarmila,Maceková,Nováková 594,05801
725417/3275,Katarína,Zajacová,Dullová 955,97101
855427/8826,Eva,Abrahámová,Móricová 133,03861
565422/9724,Alica,Zajacová,Poláková 87,03601
526126/4691,Perla,Klapacová,Zubeková 76,04001
875321/7037,Zora,Puškárová,Pavelová 969,97101
665121/3625,Etela,Rosová,Kufová 449,97401
626025/8655,Lenka,Skokanová,Lojová 968,03601
645517/7630,Lenka,Koceková,Cerníková 953,08001
935520/4880,Bohdana,Cajkovicová,Balogová 581,97401
575528/3252,Ivana,Kollárová,Kollárová 65,03601
525925/2841,Irena,Galíková,Móricová 380,01001
555718/7330,Laura,Nováková,Dullová 878,90101
865226/9601,Nina,Pavelová,Žigmundová 751,91101
546103/6320,Antónia,Nováková,Pavlíková 9,97401
985211/4711,Alica,Hliníková,Cerníková 279,96001
565312/1633,Katarína,Murinová,Balážová 790,97101
646008/7512,Denisa,Poláková,Oláhová 286,03861
945107/9825,Iveta,Nováková,Kollárová 835,97401
915627/9588,Tamara,Móricová,Kozmonová 387,95801
966222/7407,Júlia,Tóthová,Jurovicová 100,05801
885822/2102,Svetlana,Oláhová,Dusíková 371,90101
876120/6707,Laura,Papová,Nováková 840,04001
505311/6052,Tamara,Mráziková,Poláková 366,03861
766104/1320,Natália,Puškárová,Puškárová 417,95801
536002/7481,Hana,Urbanová,Skokanová 95,01001
845301/1578,Lenka,Šimová,Karulová 461,95801
555724/2976,Katarína,Dusíková,Vencelová 196,96901
986123/1349,Etela,Hudáková,Abrahámová 716,95801
556007/3156,Karolína,Nováková,Mikuláková 257,96901
655703/6945,Alica,Tušová,Kovácová 191,90101
636217/9563,Veronika,Danová,Urbanová 257,90101
845126/3566,Jana,Karulová,Heretiková 252,05801
585705/8847,Helena,Simonová,Palovicová 45,03861
716203/1471,Jana,Finková,Nováková 348,90101
695205/1760,Alica,Bartošová,Richtárová 852,05801
605311/8866,Monika,Pavelová,Lojová 21,96901
676205/3747,Vilma,Urbanová,Zipserová 635,03601
525708/8615,Daniela,Horváthová,Nováková 977,96001
795403/3656,Sona,Svrbíková,Zubeková 784,96001
856110/9437,Nina,Puškárová,Richtárová 856,05801
865605/6878,Eva,Lojová,Papová 842,05801
745621/2866,Ivana,Móricová,Urbanová 858,97401
645701/1295,Katarína,Palovicová,Kyselová 575,97101
965125/4261,Irena,Hanaková,Tušová 103,95801
630421/9048,Alfonz,Tomanek,Papová 79,97401
810111/3049,Oliver,Mrázik,Fischerová 549,95801
830711/6110,Pavol,Šim,Gajdošová 205,97401
850717/9547,Matúš,Tomanek,Bezáková 519,03601
981006/4750,Ján,Kysel,Nováková 204,03601
990701/1839,Štefan,Hosták,Vencelová 180,96001
910710/5606,Matúš,Jánoš,Hliníková 188,03601
820701/2935,Róbert,Móric,Balogová 640,05801
